dist,delta_t,ref_speed,drv_speed,ref_throttle,drv_throttle,ref_brake,drv_brake,ref_steering,drv_steering,ref_gear,drv_gear,ref_glat,drv_glat,ref_glong,drv_glong,ref_rpm,drv_rpm
370.0,0.009999999999990905,272.0,271.0,100.0,100.0,0.0,0.0,-0.03,0.03,6.0,6.0,0.02,0.0,0.15,0.12,6700.0,6880.5
375.0,0.009999999999990905,272.0,271.0,100.0,100.0,0.0,0.0,-0.05,0.09,6.0,6.0,0.025,0.0,0.135,0.14,6695.0,6877.0
380.0,0.0,272.0,271.0,100.0,100.0,0.0,0.0,-0.03,0.01,6.0,6.0,0.03,0.0,0.12,0.13,6705.0,6883.0
385.0,0.010000000000005116,273.0,272.0,100.0,100.0,0.0,0.0,-0.03,0.015,6.0,6.0,0.03,0.0,0.15,0.125,6723.0,6903.0
390.0,0.010000000000005116,273.0,272.0,100.0,100.0,0.0,0.0,-0.07,-0.12,6.0,6.0,0.035,0.01,0.13,0.14,6720.0,6900.0
395.0,0.0,273.0,272.0,100.0,100.0,0.0,0.0,-0.1,-0.12,6.0,6.0,0.04,0.03,0.13,0.13,6731.0,6907.0
400.0,0.009999999999976694,274.0,273.0,100.0,100.0,0.0,0.0,-0.11,-0.11499999999999999,6.0,6.0,0.06,0.055,0.14,0.13,6736.0,6917.0
405.0,0.010000000000005116,274.0,273.0,100.0,100.0,0.0,0.0,-0.095,-0.1,6.0,6.0,0.055,0.06,0.125,0.12,6743.5,6925.0
410.0,0.010000000000005116,274.0,273.0,100.0,100.0,0.0,0.0,-0.1,-0.12,6.0,6.0,0.07,0.08,0.14,0.14,6755.0,6938.0
415.0,0.009999999999990905,274.0,274.0,100.0,100.0,0.0,0.0,-0.08,-0.10500000000000001,6.0,6.0,0.06,0.07,0.13,0.12,6750.0,6934.5
420.0,0.009999999999990905,275.0,274.0,100.0,100.0,0.0,0.0,-0.1,-0.15,6.0,6.0,0.05,0.08,0.12,0.11499999999999999,6769.0,6947.0
425.0,0.009999999999990905,275.0,274.0,100.0,100.0,0.0,0.0,-0.07500000000000001,-0.11,6.0,6.0,0.060000000000000005,0.08,0.12,0.1,6781.0,6956.0
430.0,0.0,275.0,274.0,100.0,100.0,0.0,0.0,-0.1,-0.14,6.0,6.0,0.07,0.1,0.13,0.13,6783.0,6962.0
435.0,0.010000000000005116,276.0,275.0,100.0,100.0,0.0,0.0,-0.08,-0.08499999999999999,6.0,6.0,0.06,0.1,0.12,0.12,6786.0,6967.0
